,Text,Clase
2866,"""De debò que podem parlar en plena crisi climàtica, en un context mediterrani, d'uns jocs olímpics d'hivern?"" https://t.co/IFB7OXEQgA",accio climatica alimentacio i agenda rural
2867,"La @CUPnacional ha presentat una bateria de preguntes a la Generalitat de Catalunya davant la manca de servei de radiologia al CAP de les Borges Blanques malgrat que estava previst en la planificació inicial. [Fil👇]

https://t.co/IfCuzDilrY",autopromocio
2868,"Carles Riera: ""El govern camina en un sentit contrari a l'acordat"" https://t.co/ge16GexjLh",salut
2869,"""L’augment previst de 17 milions de passatgers significaria un augment del 33% de les emissions de diòxid de carboni. I estem en una situació en què ja hauríem de reduir cada any les emissions de CO2 un 7,5% a nivell global, segons l’ONU."" @niunpamdeterra https://t.co/FebhkxRkHj https://t.co/vddEhLIHrC",accio climatica alimentacio i agenda rural
2870,"El 2013 ja vam aturar la MAT Escatrón-La Secuita. De nou, hi tornen i aprofitant l'estiu ens volen imposar una MAT que pretén arribar fins el Baix Llobregat per continuar afavorint els interessos de la màfia energètica espanyola. No els ho permetrem! https://t.co/ELWl85ouVi https://t.co/NXMHxEXji6",autopromocio
2871,"✅ Carles Riera: ""No hi ha aeroports verds, això és una mentida. Que ningú s'enganyi"" https://t.co/QpxDfwXJMt",autopromocio
2872,"""De debò que podem parlar en plena crisi climàtica, en un context mediterrani, d'uns jocs olímpics d'hivern?"" https://t.co/IFB7OXEQgA",accio climatica alimentacio i agenda rural
2873,"Carles Riera: ""El govern camina en un sentit contrari a l'acordat"" https://t.co/ge16GexjLh",salut
2874,"Consideren el projecte ""un despropòsit"" i creuen que ""s'aplana el camí perquè la generació d'energies sigui en mans dels de sempre"". @cupnacional https://t.co/CgngaD1BWX",autopromocio
2875,"Les CUP del Camp i l'Ebre rebutgem la MAT

https://t.co/35CjNVyPD7 https://t.co/tLNxWlCHxM",autopromocio
2876,La CUP-NCG presenta una proposta de resolució al Parlament amb mesures per pal·liar la crisi de la llet. https://t.co/DCSOrD8jhx,autopromocio
2877,"La @cupnacional avisa que l'ampliació del Prat i els JJOO d'Hivern són un obstacle per aprovar el pressupost del govern
https://t.co/OzCSjkmIOd",salut
2878,¡Expropiese! https://t.co/5ZTd8OUu4U,autopromocio
2879,La CUP-NCG presenta una proposta de resolució al Parlament amb mesures per pal·liar la crisi de la llet. https://t.co/DCSOrD8jhx,autopromocio
2880,"📻""Aquesta transició energètica no pot servir per seguir alimentant monstres com l'ampliació de l'aeroport. Podem parlar en plena crisi climàtica, en un context mediterrani, d'uns jocs olímpics d'hivern? Són barbaritats""

@carlesral avui a @AquiCuni 

https://t.co/8j0REdIJfE",accio climatica alimentacio i agenda rural
2881,"🟡 La CUP exigim l'aturada immediata d'aquest dispositiu racista que es duu a terme des de @paerialleida contra els col•lectius vulnerables.

➡️ L'estratègia repressiva d'aquests darrers dies, que expulsa la pobresa de l'espai públic depèn directament de @miquelpueyo @erclleida https://t.co/qLosA8wnbo",autopromocio
2882,"📻""Aquesta transició energètica no pot servir per seguir alimentant monstres com l'ampliació de l'aeroport. Podem parlar en plena crisi climàtica, en un context mediterrani, d'uns jocs olímpics d'hivern? Són barbaritats""

@carlesral avui a @AquiCuni 

https://t.co/8j0REdIJfE",accio climatica alimentacio i agenda rural
2883,"Carles Riera (@carlesral) nega que s'estigui complint l'acord d'investidura amb la @CUPnacional i avisa que rebutgen l'ampliació del Prat fins i tot si no afecta espai protegit: ""No hi ha aeroports verds, això és una mentida""
https://t.co/c2xzYNppSx https://t.co/SrbQio46LE",autopromocio
2884,"⏩Les CUP del Camp i Terres de l'Ebre ens oposem a la línia de Molt Alta Tensió (MAT) que creua tot el territori 

❌ Rebutgem un model que perpetua que la generació d'energia estigui en mans dels de sempre i que continua trinxant el territori

🔗https://t.co/YPslEb1KHg https://t.co/UdfhvLL8gy",presidencia
2885,"🗣️ @carlesral, diputat de la @cupnacional: ""Ho veiem amb molta preocupació i molta inquietud, però encara no tenim una proposta de pressupostos sobre la taula. Encara estem lluny que es compleixin aquests mínims i hi ha grans actuacions del @govern que van en sentit contrari"". https://t.co/CDH295k3Qi",autopromocio
2886,"🎙️ Comença l'entrevista al diputat de la @cupnacional, @carlesral.

▶️ El directe: https://t.co/zVVk0txp0i https://t.co/C0InOzLVht https://t.co/Xx9vFfc6f5",presidencia
2887,"🟡 Avui parlarem amb el diputat de la @cupnacional, @carlesral.

Com veuen l'ampliació de l'aeroport? Està en perill l'estabilitat parlamentària? Què passarà amb els pressupostos?

📻 A partir de les 9 h a @SERCatalunya. https://t.co/ihm77j7liF",autopromocio
2888,"Avui a @AquiCuni @carlesral valorant l'actualitat política📻✈️🌿📃

A partir de les 9h 👇 https://t.co/uXMG1LsV4C",autopromocio
2889,"Mentiders i cínics superlatius.

Si fos la lletra d'un Rap us tancarien a la presò per incitació a la violència. Ai no, que això només passa si es canta contra els abusos de poder, monarquia, contra el #regim78 , o a favor de la llibertat, l'autodeterminació i la  independència https://t.co/5u1elI9ZdZ",autopromocio
2890,"🌞 Contra la calor a la feina les treballadores tenim drets.

🔗 Les elevades temperatures al lloc de feina i l'incompliment sistemàtic de la legislació en matèria de seguretat laboral, suposen un perill per als treballadors: https://t.co/yPL9xD7T7P

#SindicarseÉSdefensarse https://t.co/Rxe8Hygv1v",salut
2891,"⏩ Som en roda de premsa per anunciar que es faran pilars per #SantMagí2021 a la plaça de les Cols 

Ho explica la consellera de Cultura i Festes, @Inesicasole, amb @tac12_tv i les quatre colles #castelleres 

#castellers https://t.co/K5qndQKKlZ",autopromocio
2892,"💙Aquest 19 de setembre, gran manifestació contra l'ampliació de l'aeroport💙 #19S #TothomAlCarrer #MenysAvionsMésVida #NoAmpliacióAeroportElPrat https://t.co/fWBx3xDw6D",autopromocio
2893,"Que l'Estat aprova i aplica  lleis per usar-les de forma expressa per perseguir la dissidència política és un fet. 
La de partits contra els d'esquerres, no pas falangistes i esfera ultradretana, i la d'ordre públic, mordassa, contra la protesta, excepte quan sigui d'ultradreta. https://t.co/Ytw8iqng84",autopromocio
2894,"De l'ampliació del Prat i la crisi climàtica que vivim📄✈️❌

✒️D'això en parla @albertbotran a l'article d'opinió a @ElTemps_cat 

https://t.co/8FZHAH6Ad5 https://t.co/bu6zhsvyFD",vicepresidencia i politiques digitals i territori
2895,"▶ La @cupnacional avisa que l'executiu de @perearagones està suspenent, quan encara no s'ha arribat ni als 100 dies de @govern. #TNTV3
https://t.co/7oacl57nlL",autopromocio
2896,"El passat juliol, amb 112 vots a favor i 20 en contra, vam aprovar una moció de @cupnacional per impulsar una energètica pública.

Es evident (i urgent) que cal, quan abans millor, que es posi a caminar.

https://t.co/ntW5Bx8LB3",accio climatica alimentacio i agenda rural
2897,"La perversió del corrupte oligopoli energètic espanyol es fa palès en la producció, la distribució i la comercialització. 
I també és una qüestió de sobirania. Per això la CUP hem proposat (i així es va acordar) la creació d'una energètica catalana pública
https://t.co/hzehdKRH4w",autopromocio
2898,"Que les energètiques paguin els drets d'emissió reduint els seus beneficis milionaris però no, aquí sempre paga la festa la gent treballadora. Nacionalitzem l'energia, que deixin de robar-nos amb serveis essencials https://t.co/9Kg6jJJtRx",autopromocio
2899,"1️⃣Entra al web https://t.co/eQ4pARkWZo 🖱
2️⃣Informa't de la programació de la V Escola d'Estiu de la CUP📃
3️⃣Inscriu-te al mateix web

El 4 i el 5 de setembre torna #EscolaCUP 🌱📕enguany a Granollers https://t.co/ZHuLJiCx52",autopromocio
2900,"🔊 La cap de files de la @cupnacional al Parlament, Dolors Sabater, [@mariadolorsa] diu que el govern ""està suspenent"" 

https://t.co/NBFcgm3tzY",autopromocio
2901,"🛬 En aquest context de #CrisiClimàtica es pot plantejar l'ampliació de l'aeroport del Prat? NO! 

✅ El 19 de setembre tothom al carrer pel clima, la salut i la vida!  #MenysAvionsMésVida https://t.co/ElferB2OnZ",vicepresidencia i politiques digitals i territori
2902,"La @cupnacional, indignada amb l'""autonomisme"" del Govern i a punt de mobilitzar-se si cal, assegura Dolors Sabater (@mariadolorsa) a @maticatradio https://t.co/GKZgq5aEIm https://t.co/aW5yMyfZeR",autopromocio
2903,"A més de l’augment d’emissions i de l’agressió al Delta del Llobregat, voler rebre més avions només s’entén per la dinàmica capitalista de créixer indefinidament. Però la crisi ecològica ja ens diu que prou. Parlo a @ElTemps_cat de #NoAmpliacióAeroport https://t.co/5VnwNeI9fV",autopromocio
2904,"#11S Ni pactes ni renúncies
La lluita és l'únic camí! ✊🏽
#NiPactesNiRenúncies https://t.co/nK5lpBUf1S",presidencia
2905,"📻Bon dia! A les 08.45 @mariadolorsa a @maticatradio 
No t'ho perdis! https://t.co/P6O11gWrxw",autopromocio
2906,📻Demà @mariadolorsa a @maticatradio 08.45h🕰 https://t.co/2AWQz7yBWC,autopromocio
2907,"Prevenir els incendis també és lluitar de manera clara contra l'emergència climàtica reduint les emissions i això passa per no ampliar l'aeroport o no rescatar la fórmula 1, entre d'altres. Cal una reflexió profunda del govern. https://t.co/OgJfmShV4u",accio climatica alimentacio i agenda rural
2908,"L'informe de l'IPCC ratifica 2 coses que ja sabem:  l'emergència climàtica és inequivocament conseqüència de l'acció humana i no tenim temps, o reduim ja les emissions, o l'escenari és més que devastador, apocalíptic https://t.co/1cXLpq8GXO (grafic -&gt; https://t.co/CO4g9p4ZFL) https://t.co/yfUr4ph7hN",autopromocio
2909,"📰 ""Aposta de la CUP per l'abastiment elèctric"" via @elpunt

https://t.co/Q9r8p818VI",empresa i treball
2910,@cupnacional preguntarà sobre el moment en què es troba el procés de creació (promesa) de la Taula de Qualitat de l'Aire a les Garrigues. https://t.co/0fZCNvFHNs,autopromocio
2911,"🛬 En aquest context de #CrisiClimàtica es pot plantejar l'ampliació de l'aeroport del Prat? NO! 

✅ El 19 de setembre tothom al carrer pel clima, la salut i la vida!  #MenysAvionsMésVida https://t.co/ElferB2OnZ",vicepresidencia i politiques digitals i territori
2912,"L’Esquerra Independentista convoca manifestacions per la Diada a Barcelona, Girona, Reus i Lleida https://t.co/GYCZz7sCgA",autopromocio
2913,La lluita contra el canvi climàtic i l'autoabastiment elèctric seran una prioritat pels governs de la CUP: https://t.co/oJ3NIvl9R5 @CUPNordOriental  @danicornella @cupnacional,autopromocio
2914,"Jocs Olímpics d'Hivern, ampliació de l'Aeroport del Prat, Circuit de Catalunya,... versus Llei Catalana del Canvi Climàtic. #NoAmpliacióAeroport https://t.co/IZ6FCVtJ07",vicepresidencia i politiques digitals i territori
2915,"L’Esquerra Independentista (@Arran_jovent, @Endavant_OSAN, COS, @AlertaSolidaria, @SEPC_nacional i @cupnacional) organitza manifestacions a Barcelona, Girona, Reus i Lleida per la Diada de l’11 de setembre
https://t.co/gWBKD4HhLn https://t.co/bIAp5sPWDI",autopromocio
2916,"1️⃣Entra al web https://t.co/eQ4pARkWZo 🖱
2️⃣Informa't de la programació de la V Escola d'Estiu de la CUP📃
3️⃣Inscriu-te al mateix web

El 4 i el 5 de setembre torna #EscolaCUP 🌱📕enguany a Granollers https://t.co/ZHuLJiCx52",autopromocio
2917,"#11S Ni pactes ni renúncies
La lluita és l'únic camí!✊🏽
#NiPactesNiRenúncies 

📌Primeres convocatòries https://t.co/8EvmmG25nh",presidencia
2918,"L'informe de @IPCC_CH és una nova crida a reaccionar perquè «ja està començant a ser massa tard», la qual cosa reforça el nostre compromís a seguir lluitant per un futur enfront de l’#EmergènciaClimàtica 
https://t.co/w1le1lfNNR",autopromocio
2919,100 milions d'euros d'ajudes públiques al Circuit de Catalunya entre el 2006 i el 2017 https://t.co/gSQWbbmDLT https://t.co/Gldz2iZHT2,economia i hisenda
2920,"Val la pena repassar les conclusions de l'informe @sindicdegreuges relatiu a la proposta d'AENA d'ampliació de l'aeroport.

-  valorar l'alternativa zero

- tenir presents els especials valors naturals 

- reduir l'impacte (...) sobre
el canvi climàtic

https://t.co/G3I5xGrJe2 https://t.co/yWBWdspczG",autopromocio
2921,"L'@IPCC_CHL alerta de la imminència de la catàstrofe climàtica i demana als governs una reducció inmediata i de gran escala de les emissions en tots els sectors. 
Front els governs negacionistes @sanchezcastejon
@perearagones 🔥

📢19 DE SETEMBRE! 
NO A L'AMPLIACIÓ DE L'AEROPORT! https://t.co/1oSwfkIptx",autopromocio
2922,"El preu de la llum aquest estiu registra els 3 preus més alts de tota la història a l'estat⚡️ #CurtcircuitemLos 

Els sectors estratègics han de ser públics. La llum no és un luxe💡

#Nacionalitzem https://t.co/R25tC0tV1T",empresa i treball
2923,"📝Segueixen obertes les inscripcions per la V Escola d'Estiu de la CUP #EscolaCUP

🗓️4 I 5 de setembre a Granollers

Consulta tota la programació a https://t.co/eQ4pARkWZo https://t.co/CGj3Yv6JHL",salut
2924,"La manera es diu AUTODETERMINACIÓ @Ciddavid
tal qual. 

Un dret que reconeixeu per a molts pobles, i negueu al poble català. 

El desenvolupament de l’autogovern mitjançant un nou finançament i blindatge competencial són deures antics, caducats. Ara #Amnistia i #autodeterminacio https://t.co/dzyNQRffn7",autopromocio
2925,"El preu de la llum aquest estiu registra els 3 preus més alts de tota la història a l'estat⚡️ #CurtcircuitemLos 

Els sectors estratègics han de ser públics. La llum no és un luxe💡

#Nacionalitzem https://t.co/R25tC0tV1T",empresa i treball
2926,100 milions d'euros d'ajudes públiques al Circuit de Catalunya entre el 2006 i el 2017 https://t.co/gSQWbbmDLT https://t.co/Gldz2iZHT2,economia i hisenda
2927,"La Generalitat injecta 19 milions al Circuit de Catalunya, malgrat que la infraestructura automobilística és deficitària des del 2009 https://t.co/7fgAd3EoLB",autopromocio
2928,"Avui que hi haurà un nou màxim històric en el preu de la llum, és important la creació d’una empresa energètica pública, que també disposi d’una comercialitzadora, per donar una cobertura i un servei democratitzat, lluny dels interessos econòmics.
https://t.co/KOrbvZBO3o",accio climatica alimentacio i agenda rural
2929,"Carai amb la transformació social, verda, feminista i democràtica del @govern: Jocs Olímpics d'hivern, ampliació de l'Aeroport del Prat, i ara rescat de la Fòrmula 1 mentre existeixen irregularitats en la gestió de Circuits de Catalunya. https://t.co/VH6k3vyHG9",accio climatica alimentacio i agenda rural
2930,"Gent sense casa, cases sense gent… però la prioritat són 400 habitatges nous carregant-se un espai natural.

Un sistema podrit per l’avarícia que fa negoci amb el que calgui i a costa del que sigui: capitalisme vs vida. https://t.co/mY0lBBjEjy",autopromocio
2931,👉 Passen els anys i el moviment independentista de #Cardedeu continua donant la benvinguda al poble com cal. #SomPaïsosCatalans #independència https://t.co/LfUCt2Pp5g,autopromocio
2932,Un @govern @JosepGCambray que no planifica adequadament els recursos educatius provoca que avui més de 20.000 alumnes estiguin sense plaça en la FP pública. Cal crear ja aquestes places públiques. L’educació és un dret irrenunciable i inajornable.@cupeducacio,autopromocio
2933,"El país és construeix poble a poble, barri a barri. 

Les lluites del territori indiquen les mancances, les necessitats, les potencialitats i les oportunitats per pensar en el MODEL de país, gràcies al vosaltres @cuptous per la feina que feu cada dia i per haver-ho organitzat. https://t.co/7g38rvh5er",autopromocio
2934,"La Plataforma contra l’ampliació de l’aeroport de Palma, juntament amb la Plataforma Son Bonet Pulmó Verd, manifesten el seu suport a les mobilitzacions contra l’ampliació de l’aeroport del Prat. https://t.co/GGVaHTm8XG https://t.co/71RxqonoLX",accio climatica alimentacio i agenda rural
2935,"Sobre la decisió del PSC d'aturar la construcció de l'equipament comunitari que acollirà temporers i sense sostre previst a Pardinyes.

.Un mini-fil sobre el que es diu al Parlament i a Lleida: https://t.co/wm7ZfbvMMf",autopromocio
2936,Avui som a Tous amb @mariadolorsa coneixent de prop les afectacions de #IFSantaColomaQueralt https://t.co/oTHrLIRQlQ,autopromocio
2937,"Avui donant suport a @SosCostaBrava i @somnatus contra la destrucció de la pineda de Port d’Aro. L'Ajuntament amb el vist-i-plau de la Generalitat, la volen convertir en part de la Marina de Port d’Aro amb 272 amarradors i 403 apartaments a la desembocadura del Ridaura https://t.co/P5nWlWBZkn",autopromocio
2938,"Mentre d'altres fan l’agost tot l’any –així a l’Íbex-35 com a les Seychelles– i, al país on la Mare de Déu és negra i el goril·la era blanc, diuen –diuen, diuen– que tindrem l’aeroport més verd d’Europa. Quin agost. https://t.co/wpPzHC9rJ5 https://t.co/WQsvhYq5x9",autopromocio
2939,"La CUP avisa que augmentarà la ""bel·ligerància"" amb el Govern si fa ""neoautonomisme"" i no avança en l'autodeterminació. @cupnacional https://t.co/AbJBP9RG7W",autopromocio
2940,Serem al costat dels companys i companyes d’@IzcaNacional de la mateixa manera que ells i elles mai han fallat en donar suport al poble català. Han estat una de les organitzacions més compromeses amb nosaltres i això ho saben els repressors del Règim del 78. Amb vosaltres! https://t.co/wGrwb8fD3S,autopromocio
2941,"Perseguir la dissidència s'ha convertit en hàbit recurrent de l'aparell d'estat. 

No deixem de denunciar i combatre.

Tota la solidaritat @IzcaNacional https://t.co/sDhQ3FZwxB",autopromocio
2942,"Tota la solidaritat amb @IzcaNacional 

Davant el règim i la seva maquinària repressiva, la solidaritat i el compromís ✊🏽 https://t.co/PLbbjwAEyl",autopromocio
2943,"Davant de l'intent d'il·legalització d'@IzcaNacional tota la solidaritat!

@IzcaNacional poques organitzacions polítiques amb un compromís tan ferm amb l'autodeterminació dels pobles i contra la repressió al poble català.

Estat espanyol presó de pobles!

https://t.co/RsOkLbnNW6",autopromocio
2944,"""La @cupnacional obre el camí a la municipalització de les centrals hidroelèctriques.""

Recuperem la sobirania energètica, lluitem contra els oligopolis, bastim una energètica pública.

En parlem amb @Arnau13k i @estherlleida a @elindepcom 

https://t.co/9EueLtMzx6",autopromocio
2945,"La @cupnacional (@Mireia_veca) retreu a ERC el ""doble joc"" a Catalunya i a Madrid i l'acusa de participar ""en un comerç bipartidista"" amb el PSOE https://t.co/OCUsgPmJJT",autopromocio
2946,"La @cupnacional avisa que augmentarà la ""bel·ligerància"" amb el Govern si fa ""neoautonomisme"" i no avança en l'autodeterminació. @Mireia_veca retreu a ERC el ""doble joc"" a Catalunya i Madrid i l'acusa de participar ""en un comerç bipartidista"" amb el PSOE. https://t.co/IiBnDXfU3Z https://t.co/uKjYDcY9W0",autopromocio
2947,"Estem preparant una mobilització per al #19S que preveiem massiva. Direm ben clar que l'ampliació 
🦆 Serà un desastre per a la biodiversitat
💨 Farà créixer 1/3 les emissions de CO2eq de l'aeroport
🥵 Potenciarà un model laboral precari
💰 Beneficiarà unes poques butxaques https://t.co/n4yFIAUTED",autopromocio
2948,🔴Què suposa l'ampliació de l'aeroport del Prat? Despropòsit ambiental i model econòmic precari. No és només la 3a pista! #MenysAvionsMésVida #NoAmpliacioAeroportElPrat #19S 🔽 1/2 https://t.co/YuotvFYtRi,accio climatica alimentacio i agenda rural
2949,"La tensió continuarà i anirà en augment. Una tensió necessària per a defensar el territori, la sobirania i la vida. https://t.co/CZXw72IAE4",autopromocio
2950,"#AvortarPerComarques | L’Hospital General de Vic és l’únic centre de la regió sanitària de la Catalunya central on es pot realitzar un avortament quirúrgic. A l’Hospital Sant Joan de Déu de Manresa no es permet cap mena d’avortament https://t.co/W12j8cdYCr

#Directa528 https://t.co/1vFgkShlMk",autopromocio
2951,🟢 Us animem a seguir utilitzant els logos per fer visible a les xarxes l'oposició a l'ampliació de l'aeroport. Quina bona acollida que estant tenint!🥰 https://t.co/t78KGfnHkW,autopromocio
2952,"📢 STOP JOCS OLÍMPICS: “Els jocs olímpics d’hivern no afectaran Barcelona, la consulta s’ha de fer al Pirineu” @bernatpirineus https://t.co/0RAhiekfPF",autopromocio
2953,"🖐️ Sí a les energies renovables però així NO
👉 https://t.co/hsra3TsdCx https://t.co/KD2i4UPggX",autopromocio
2954,#DirectaPaper | Una investigació destapa més d’una seixantena de correus falsos per captar informació. Dues de les IP detectades rere la trama eren dels #Mossos i el CTTI https://t.co/53wFLsLw8b Per @albertmartnez i @gemma_g_fabrega,empresa i treball
2955,"🛬 Rebuig dels ecologistes a l'ampliació del Prat: és una ""gravíssima irresponsabilitat"" #MenysAvionsMésVida https://t.co/NLSjMN98sK",presidencia
2956,"⚫ Minut de silenci institucional arran de dos nous feminicidis els darrers dies:

Sabadell, Vallès Occidental
Cambrils, Baix Camp
 
#EnsVolemVives 
i amb vides dignes https://t.co/t7yxpnQKe9",autopromocio
2957,"⚫️ PROU FEMINICIDIS ⚫️

Un nou feminicidi ha colpejat la ciutat de #Sabadell, el segon en menys de dues setmanes.

✖️ Estem fartes de veure com el capitalisme patriarcal porta fins a les últimes conseqüències la violència sistemàtica que vivim cada dia.

#AutodefensaFeminista https://t.co/jkp7zLBDx8",autopromocio
2958,"🛬 Rebuig dels ecologistes a l'ampliació del Prat: és una ""gravíssima irresponsabilitat"" #MenysAvionsMésVida https://t.co/NLSjMN98sK",presidencia
2959,"🖐️ Sí a les energies renovables però així NO
👉 https://t.co/hsra3TsdCx https://t.co/KD2i4UPggX",autopromocio
2960,"La plataforma Stop al Macroparc Eòlic Marí s’ha reunit amb la comissió d’Acció Climàtica del Parlament de Catalunya, presidida per @danicornella https://t.co/Ee7dbfBk5w",autopromocio
2961,"📢 #MenysAvionsMésVida 
🗓️ 19 de setembre, reserva't la data.
🌍 En lluita pel clima, la salut i la vida! https://t.co/ebPCCi5RDE",autopromocio
2962,"✅ ""En un context d’#EmergènciaClimàtica, l’any 2031 la temperatura augmentarà 1,6 graus, la precipitació disminuirà d’un 6,8%, la cota de neu pujarà. La neu de les pistes d’esquí haurà de ser artificial. Això implicarà un cost econòmic i un cost ambiental aberrant.""",autopromocio
2963,"✅ ""Veiem que ERC fa funambulisme perquè, per una banda, la direcció, el govern, vol tirar endavant i es tiren endavant uns jocs olímpics. Però per l’altra banda, ERC es troba que els seus càrrecs públics del Pirineu estan en contra dels jocs, encara que no alcin la veu.""",autopromocio
2964,"✅ ""El jovent del Pirineu ens veiem obligats a marxar per formar-nos i després no podem tornar a casa perquè les úniques sortides són centrades en el turisme. No volem per a les veïnes del Pirineu que l’única opció laboral impliqui anar a fer llits d’hotel i servir gintònics.""",autopromocio
2965,"✅ ""El turisme del Pirineu no és un model de desenvolupament, sinó que més aviat és un negoci que reporta beneficis a uns pocs que molt sovint no viuen al Pirineu. No podem jugar-nos el nostre futur amb un monocultiu turístic que, per si mateix, ja té una data de caducitat""",autopromocio
2966,"✅ ""A totes les ciutats del món on s’han posat les urnes per a decidir si es feien jocs olímpics o no, ha sortit que NO. Calgary, al Canadà; a Sió, Suïssa; a Innsbruck, Àustria. Territoris amb molta més neu que al Pirineu i economies més desenvolupades han votat que no als jocs.""",autopromocio
2967,"📢 STOP JOCS OLÍMPICS: “Els jocs olímpics d’hivern no afectaran Barcelona, la consulta s’ha de fer al Pirineu” @bernatpirineus https://t.co/0RAhiekfPF",autopromocio
2968,"⚫ Dos nous feminicidis els darrers dies:

Sabadell, Vallès Occidental. 
Cambrils, Baix Camp. 
#EnsVolemVives i amb vides dignes https://t.co/DrxRbn0DZX",autopromocio
2969,"""No podem jugar-nos el nostre futur amb un monocultiu turístic que per si mateix ja té els dies comptats""

Una entrevista que cal llegir
👇👇👇 https://t.co/ZQH6mXSUuy",autopromocio
2970,"El @COAMBcat parla clar:

❌""no s’aposta per la transformació econòmica, ni per la descarbonització del transport, ni per un canvi de model econòmic, i no s’escolta a la comunitat científica."" 

🗣️""ens sobren els motius per dir #NoAmpliacióAeroport"" 
https://t.co/N2SPtZChCt",autopromocio
2971,"✅ La CUP demana la compareixença d’Aragonès i Puigneró per l’ampliació de l’Aeroport del Prat
#MenysAvionsMésVida https://t.co/c3RyCXm2Xm",vicepresidencia i politiques digitals i territori
2972,"Sant Quirze de Besora vol municipalitzar la gestió de l’agua aprofitant que d’aquí tres anys acaba la concessió de la central hidroelèctrica. A Catalunya hi ha 334 hidroelèctriques, totes gestionades per empreses privades
https://t.co/XQ6Q0iqHkX",autopromocio
2973,"Les veus contràries a l’ampliació del Prat no han parat d’augmentar en les darreres hores. 

La plataforma @zeroportbcn convoca la primera mobilització, mentre la @cupnacional
avisa que l'ampliació és una línia vermella
https://t.co/LxzanX9bcJ",autopromocio
2974,"I tot això en plena crisis entre els ramaders d'osona i Mercadona, que imposa, malgrat els seus beneficis milionaris, un preu de la llet de misèria per sota preu de cost, aprofitant el seu domini del mercat.

 Foto de Josep Maria Montaner https://t.co/TGANAf3sNK",autopromocio
2975,"La proposta tècnica presentada per l’esmentada empresa diu:

""El producte que es distribuirà serà de la marca comercial President envasat per Lactalis a Mollerussa""

Avui preguntem quin control esta duent l'administració i ens temem la resposta. https://t.co/QVexT42UVW",autopromocio
2976,"Al maig, es denunciava que la llet que es reparteix en les escoles catalanes des de @agriculturacat s'envasava a Lugo.

Hem rebuscat una mica i el que hem trobat us sorprendrà: https://t.co/VtXKZxS222",autopromocio
2977,"Davant la gravetat de l'acord per l'ampliació de l'aeroport del Prat hem demanat la compareixença del president i el vicepresident.

Per transparència, per conèixer els detalls i circumstàncies de la reunió amb el govern espanyol, i les motivacions i condicions de l'acord. https://t.co/TQ34QXXju9",vicepresidencia i politiques digitals i territori
2978,"✅ La CUP demana la compareixença d’Aragonès i Puigneró per l’ampliació de l’Aeroport del Prat
#MenysAvionsMésVida https://t.co/c3RyCXm2Xm",vicepresidencia i politiques digitals i territori
2979,"Sant Quirze de Besora reclama a l'ACA (@aigua_cat) la remunicipalització de la central de Can Trinxet.

La @cupnacional pretén que sigui un primer pas per revisar les concessions ""irregulars"" de les hidroelèctriques a Catalunya https://t.co/phLnQmFanT",autopromocio
2980,"💥🟡 Eulàlia Reguant [@aramateix], portaveu de la @cupnacional: ""Entenem que la Comissió Bilateral d'ahir és un fracàs. El que van fer va ser negociar les engrunes, no respon a les necessitats del país""

👉 Recupera-ho: https://t.co/5TDuuuUf2W https://t.co/AaakJdz9Qz",autopromocio
2981,"GUARDA'T LA DATA! 👉🏾 Enfront el pacte entre el @govern i @desdelamoncloa per l'ampliació de l'aeroport, el 19 de setembre  omplim els carrers! #NoPassareu #MenysAvionsMésVida 🔥 https://t.co/fPRpTrNPZZ",autopromocio
2982,"🔥 Especulació, destrucció i precarietat aquest és l'acord entre el @govern i @desdelamoncloa. Ampliació de l'aeroport? No, gràcies!  🛫🚫
 Guarda't la data: el 19 de setembre sortim als carrers! #MenysAvionsMésVida https://t.co/R8jr0fj2Ev",autopromocio
2983,"🗣️ ""L’aeroport del Prat és una línia vermella""

La @cupnacional avisa el govern
https://t.co/kp4pj9dxmx",presidencia
2984,"La @cupnacional sobre la Comissió Bilateral: ""No necessitem més competències, necessitem més sobirania"". @Mireia_veca retreu, en una entrevista a l'ACN, que les lleis catalanes ""que estiren una mica els límits de la Constitució"" acaben al TC. https://t.co/Dpx5qBDQIJ https://t.co/Pl2b9zzh4c",autopromocio
2985,"Mireia Vehí: ""L'ampliació del Prat és una línia vermella."" #NoAmpliacioAeroport

@Mireia_veca a @CatalunyaRadio
 https://t.co/Hc7qstZKUP",presidencia
2986,Fas una bilateral on acordes coses q ja estaven acordades i q es tradueixen en grups d treball q concretaran allò acordat 2 i 3 vegades. Les engrunes q deies no voler. I d regal t'emportes l'ampliació d l'aeroport q ignora l'emergència climàtica i perpetua model econòmic esgotat,autopromocio
2987,"🔊 @Mireia_veca, diputada de la @cupnacional : ""Per nosaltres l'aeroport del Prat és una línia vermella"" https://t.co/2m8u1R3ulv",presidencia
2988,"❌ Rebutgem l'acord entre l'Estat i la Generalitat per l'ampliació de l'aeroport del Prat. És un atemptat ecològic i climàtic que no respecta el territori, és incompatible amb la reducció d'emissions i segueix aprofundint en un model insostenible i precari. https://t.co/gIEZgMFBvA",accio climatica alimentacio i agenda rural
2989,"📢 #MenysAvionsMésVida 
🗓️ 19 de setembre, reserva't la data.
🌍 En lluita pel clima, la salut i la vida! https://t.co/ebPCCi5RDE",autopromocio
