Text;Clase
"@gloriasantiagoc Querida Gloria, lo siento mucho. El hecho y la respuesta. ??
Hay iniciativas contra las agresiones sexistas en el Camino, con mapa de albergues seguros  https://t.co/pO3Hg1nUFL que precisamente recomiendan llamar al 062, 112 y @alertcops 
Te mando un abrazo enorme. (Y un DM) https://t.co/wrvwVgzYAA";igualtat i feminismes
"Hoy he tenido el honor de acompañar a @CaneteFilo en su toma de posesión como Alcaldesa de Sant Adrià del Besòs.

La primera Alcaldesa de @AjSantAdria tiene el reto de continuar el gran trabajo que ha llevado a cabo el compañero y amigo @JCallauBartoli.

Mucha suerte compañera ?? https://t.co/zqMAdUn2E6";autopromocio
Esquerra Republicana i Junts tanquen un preacord de govern: “Posem en marxa la nova Generalitat republicana” https://t.co/UcuTgOjZgZ;presidencia
"Al irse Iglesias queda claro que el radical y mentiroso compulsivo era Sánchez. Sus juegos de trilero ya no los cree nadie. 

Su falso consenso excluye a media España, solo negocia con los que quieren destruirla: delincuentes que dan un golpe al Estado y defensores de terroristas https://t.co/I4nfUukNjw";presidencia
"??Entrevista a @alejandroTGN en @EPCatalunya @europapress 

?? “La estabilidad política es necesaria y la Constitución es lo único que ha funcionado. Cualquier aventura fuera de la Constitución no resolverá el problema, sino que lo agravará""

https://t.co/y9qYpItDOb";presidencia
"Cuatro años de los atentados de #Barcelona y #Cambrils. Nuestro recuerdo y homenaje a las 16 víctimas, a los más de 150 heridos y a sus familiares y amigos.

Seremos intolerantes frente a los que quieren sembrar el terror y cambiarnos como sociedad. 

#17A #17agosto https://t.co/FDyRJZOnkz";interior
"Les @LasKellysBCN han creat un crowdfunding per tirar endavant una plataforma on reservar hotels que garanteixin els drets laborals del personal de neteja

Nosaltres ja hem fet la nostra aportació a #YoReservoConLasKellys

Vols ajudar? Encara ets a temps??
https://t.co/aYqvELjuJW";drets socials
"??️ @ManuelAcosta69: ""Rechazamos cualquier plan educativo en las aulas que tenga como objeto ideologizar y adoctrinar a los menores y que se financie con recursos públicos"".

✅ El Pin Parental es lo único que aleja a los corruptores de menores de los colegios. https://t.co/El6POLaFMj";educacio
Hem de posar fi a les violències masclistes. Prou feminicidis. Vull expressar el més sentit condol a la família de la víctima. Des del Govern, i amb el Departament d'Igualtat i Feminismes al capdavant, treballarem incansablement per acabar amb aquesta xacra. https://t.co/LUf6992dNV;igualtat i feminismes
@xavirotb Broncas y monsergas...no falla.;autopromocio
"El juliol de 2019 el @parlamentcat va aprovar una proposta de @cupnacional per  iniciar el 2020 els tràmits de redacció del Pla Especial de protecció del medi natural i del paisatge del Parc Natural de l'Alt Pirineu.

 Encara avui està per fer. https://t.co/6sl1lkmIzY";accio climatica alimentacio i agenda rural
"⚡️Retornar a Marx⚡️

??️Marcello Musto i @crendueles reflexionen sobre la importància del marxisme com a eina útil avui. Sobre el llegat de Marx i les qüestions claus del seu pensament

??️Dissabte 4 de 10h 12h

https://t.co/eQ4pARkWZo https://t.co/My2yn4i7Wy";autopromocio
"??️@salvadorilla sobre l'ampliació de l'aeroport del Prat:

??Catalunya necessita avançar.

✈️I per avançar, necessita que la infraestructura més important que ens connecta amb el món s'adapti al ritme de creixement que Catalunya ha de tenir.

#PSC/❤️ https://t.co/EAKW9d1pnq";vicepresidencia i politiques digitals i territori
?? Hot off the press: “Weekly newsletter of Carles Puigdemont - Issue #3” https://t.co/K6ftlu3rfC (via @revue);presidencia
"Tots i totes som vulnerables. Les paraules de Simone Biles després d'abandonar la final de #Tokyo2020 obren un debat indispensable i diu les coses pel seu nom: la salut mental és salut.
El que ha aconseguit avui és més important que cap medalla.
Que et recuperis aviat! https://t.co/IXb0kW59HB";salut
"?? @Pam_Angela_: ""Ya no solo hay hombres con traje haciendo política. Se está empezando a ensanchar la política. Eso pasa porque haya bolleras, maricones, gitanos, negros que hacen política, y eso en nuestro país sigue siendo revolucionario"". https://t.co/KFQBmau6rN";igualtat i feminismes
".@PareraEva sobre los avales a los embargados del Tribunal de Cuentas: ""Es nuestro dinero. Es una prevariación como una casa"" https://t.co/mfw3WSnzR3 @alejandroTGN @PPCatalunya @enoticiescat";justicia
"Recordamos a las víctimas en el cuarto aniversario de los atentados de #Barcelona y #Cambrils. Todo nuestro apoyo y solidaridad a sus familias.

Frente al terrorismo, unidad en la defensa de los valores democráticos, la convivencia y la paz.

Siempre en nuestra memoria. #17A https://t.co/K58jUmWyoO";interior
Muchas zonas de España alcanzarán desde hoy temperaturas superiores a 40° y hay alto riesgo de incendios. Seamos prudentes, por nuestra salud, y sigamos las indicaciones de @sanidadgob, @proteccioncivil y de las FCSE, que estos días trabajarán para protegernos ante la #OlaDeCalor https://t.co/wQL2wzDgrk;accio climatica alimentacio i agenda rural
"??Ara mateix desnonament il·legal al c/Cera 11! Tothom al #Raval!

Mare amb dos fills pot ser desnonada per la BRIMO https://t.co/Lct504ojvp";drets socials
En aquests dies d’elevadíssim risc d’incendis, com veiem ara mateix al massís del Montgrí, cal extremar la prudència. Sempre al costat dels @bomberscat i els serveis d’emergència. https://t.co/SL8ntG0N1Z;interior
"Es un orgullo formar parte de la gran familia socialista y hacerlo de la mano de un partido centenario que no ha dejado de luchar ni un segundo por conseguir más derechos y más libertades que nos hagan tener un país más justo e igualitario.
 
¡Felicidades! 
??@PSOE 
#PSOE_142Años https://t.co/3HCvwmvmt9";autopromocio
"Traballamos para acabar co abuso das eléctricas. 

?? A luz é un ben necesario que debe ter prezos razoables. Por iso tamén propoñemos crear unha empresa pública de enerxía que abarate a factura.

?? https://t.co/WkYguy1fua https://t.co/DiISWO2jQ9";economia i hisenda
"La vacunación en España avanza imparable gracias al trabajo de los profesionales sanitarios. Más de 29M de personas tienen la pauta completa y nos situamos como el primer país del mundo con el mayor porcentaje de población con una o dos dosis. ¡Seguimos!
https://t.co/uL1L0Uq8vd https://t.co/SR4pBgM3MI";salut
"?? Hoy inauguro con el presidente del @EPPGroup, @ManfredWeber, un acto del PP sobre fondos europeos.

?? ¡Sigue mi intervención ???? ??????????????! ?? https://t.co/EFOttAbwBE";autopromocio
"?? Vacuna't sense cita 

?? Ho pots fer de 16 a 20 h, en punts de vacunació distribuïts arreu del país 

❗ Els menors de 16 han d'anar acompanyats de la mare, el pare o el tutor/a legal: https://t.co/dsLeKjOGbx

?? Consulta els centres disponibles: https://t.co/SLP01KitWa https://t.co/BhiujWxBmd";salut
Prevenir els incendis també és lluitar de manera clara contra l'emergència climàtica reduint les emissions i això passa per no ampliar l'aeroport o no rescatar la fórmula 1, entre d'altres. Cal una reflexió profunda del govern. https://t.co/OgJfmShV4u;accio climatica alimentacio i agenda rural
Fent passos per aturar Torre Salses ?? Tema jurídic farragós ?? mirem de simplificar en un fil ?? https://t.co/zoUqwuzIXm;autopromocio
"Afortunadamente para la Humanidad, a Einstein e  Isaac Newton nadie les obligó a introducir la ""perspectiva de género"" cuando alumbraron sus Teorías...";igualtat i feminismes
"Demà treballadores i treballadors dl @112 comencen una vaga indefinida.
El Dep. d Treball els imposa serveis mínims del 85% pq són un servei essencial. Per aquest mateix motiu és imprescindible la seva internalització!
Tot el suport a aquesta vaga! Per una gestió directa del 112! https://t.co/XIvCNMOBjU";empresa i treball
"??Ahir m'entrevistaren al programa @DebatAlRojoVivo al voltant de l'ampliació de l'aeroport del Prat.

Tenim clar que, un projecte econòmic com aquest representa el model del passat. 

El futur de l'economia, com diu Europa passa per la descarbonització⛽?? https://t.co/vqkHzom1rO";vicepresidencia i politiques digitals i territori
En 3,2,1...escucharemos que los talibanes tratan a las mujeres así porque los occidentales compramos zapatillas fabricadas en Asia...;igualtat i feminismes
"El juliol el @parlamentcat va aprovar una moció de @cupnacional per la creació d'una energètica pública. 

És un dels acords del pacte de mínims amb ERC.

Avui hem fet un petit pas

https://t.co/xA2wwSzMqW";empresa i treball
@ot_manresa @mhp_LauraBorras Gràcies a vosaltres, Ot, a tu!;autopromocio
?? Enhorabuena a @tiraora y a @AlbertoFdezTiro que hoy han conseguido para España el primer oro olímpico ??  en estos juegos en la modalidad de tiro mixto. Sois un orgullo y un ejemplo para nuestro país ¡Felicidades a los dos! ?? https://t.co/3QJc1GqVy5;salut
"L'exdiputada de la @cupnacional i exiliada política, Anna Gabriel, participa en l’acte del 60è aniversari d'@omnium que s'està celebrant a Elna, a la Catalunya del Nord, Països Catalans #Òmnium60 #Amnistia

?? Fotografia @jordiborras @MonDiari https://t.co/dDmJQo8jFk";cultura
Què han estat aquests 40 anys de @firatarrega sinó quatre dècades posant-nos davant del mirall? Per molts anys! https://t.co/BRkXrZX2Sg;autopromocio
"#Catalunya compta, el Govern compleix i l'escenari és esperançador. 
Us deixo l'article que em publica @LaVanguardia en relació a la implicació del Govern per enfortir l'economia i l'estat del benestar.

https://t.co/uvbIoxuGly https://t.co/kguA67n8XY";economia i hisenda
Molt content per a en Xavi i en Carles. S'ha tardat massa a aturar aquesta cacera. Mai no han comès un sol delicte, i sempre han estat uns servidors lleials. https://t.co/J50rjJYxzD;justicia
"Fent ràdio. 

Sempre és un plaer entrevistar-la, @mhp_LauraBorras. Gràcies per la visita a #Tordera. https://t.co/ZAygqCqgbo";autopromocio
"▶️ @JessicaAlbiach: ""Hem de fundar un nou pacte territorial que compti amb Catalunya, el País Valencià, les Balears, i amb tots els territoris que han patit les conseqüències d'un model centralista i recentralitzador. Treballem per avançar amb més i millor autogovern"" https://t.co/CowKiQjI47";presidencia
"Les festes major són salut mental col·lectiva, poble i carrer #ÉsFestaMajor 

@albertbotran escriu un elogi a les festes majors a @ElTemps_cat 

https://t.co/fMBRksgNOf https://t.co/82OiyQEut8";salut
"Avui amb l'@aliciarll hem visitat el @BSC_CNS, on s'instal·larà el supercomputador europeu Mare Nostrum 5.
La inversió en ciència és important, però cal reforçar la innovació perquè hi hagi un impacte en el territori, generant llocs de treball i riquesa. https://t.co/JaMiJ4ls8g";vicepresidencia i politiques digitals i territori
"??Som a les portes del TSJC, a Barcelona, fent costat a @Pol_Absolucio, a qui la Fiscalia demana 8 anys de presó per protestar??️ durant la vaga general pel judici de l’1-O

No estàs sol, Pol!✊ https://t.co/vvyvkvXvPb";justicia
?? @DolorsMM recuerda que el Partido Popular ha puesto soluciones encima de la mesa para abaratar el recibo de la luz hasta un 20%, aunque Sánchez las ha rechazado. https://t.co/P00LgVhJrp;economia i hisenda
"Si el Mar Menor estuviera en otra CC.AA. no habría tardado nueve días en hacer acto de presencia un miembro del Gobierno de España y seguro que lo habrían declarado zona catastrófica”.

?? @LopezMirasF en @EstadoDAlarmaTV https://t.co/hR1iuFaojE";accio climatica alimentacio i agenda rural
"Defensant el dret a l'habitatge sempre. 

El dret a l'habitatge i el dret a la protesta, a l'organització popular, a la resistència i la lluita pels drets de totes.

Matí a la ciutat de la justícia fent costat al @SindicatLloguer assetjat judicialment #PerquèHemGuanyat https://t.co/fy28UniCiJ";drets socials
Diumenge de bon temps i de tornar-ho a dir ben alt, malgrat el feixisme i la dreta rància rabiïn: amnistia, autodeterminació i independència. Sense cap por i amb tota la convicció.;presidencia
Què han estat aquests 40 anys de @firatarrega sinó quatre dècades posant-nos davant del mirall? Per molts anys! https://t.co/BRkXrZX2Sg;autopromocio
Termina la XXIV Conferencia de Presidentes/as. La vacunación, la gestión de los fondos europeos para la recuperación y el reto demográfico han sido hoy los temas de trabajo. Reuniones como esta son imprescindibles para dar respuesta a los problemas reales de la ciudadanía. 1/5 https://t.co/RgB6dyEUJf;salut
Vivir mejor, pero con menos @herrerajoan @RevistaAlterEco “…La transición verde… necesita de una potente transición justa, concreta y cuantificada. No solo como un elemento de equidad, que también, sino como elemento imprescindible para su desarrollo.”  https://t.co/KIXhlk7Ago;accio climatica alimentacio i agenda rural
"Apoyamos la declaración de zona catastrófica al incendio de Ávila, tal y como pedimos hace una semana.

Las ayudas deben llegar pronto, con bajadas fiscales, avales ICO y una modificación de la Ley de Montes para que los ganaderos puedan acceder a la PAC con sus pastos quemados. https://t.co/CBD7KwSctk";interior
Avui, amb la @jfreixanet, hem assistit a la taula rodona 'L’espoliació patrimonial' del @museudelleida. Amb @lojoan, @velasc_alberto, Carme Berlabé i el Bisbe de #Lleida, Salvador Giménez, organitzada en el marc de l'@UCE_CAT. https://t.co/kLzzzcj27G;cultura
"??Pelea a cuchillazos en la calle Tallada de Lérida. La delincuencia y la inmigración ilegal han sumido el casco histórico en un lugar peligroso para los vecinos. 

✅Sólo Vox está dispuesto a recuperar la seguridad en nuestros barrios, aunque les moleste a los medios progres. https://t.co/aHF0Goc9T7";immigracio
"Estos días ha salido a la luz cómo Iberdrola vacía embalses extremeños, provocando desabastecimiento de agua en varios pueblos, para beneficiarse aún más con la subasta de la electricidad. Es inadmisible. Denunciamos este abuso ante la Comisión Europea: 

https://t.co/DsHzO1VPNr";accio climatica alimentacio i agenda rural
@masollerarias Bon dia, Joan! Un bon dia encara amb lluna ?? https://t.co/aKs9mfeuND;NA
"?? @lciuro al @maticatradio: ""Només el 7% de les sentències són en català. Volem despertar vocacions de jutges catalans, perquè els advocats se sentin segurs de fer escrits en català"". https://t.co/o3eSLAnFuM";cultura
"Enhorabuena a @cabello93 por su medalla de oro y récord mundial en la contrarreloj de ciclismo en pista?? 

Y a @mluque76 y @tponce87 que se han colgado la plata en natación????

No hay barreras para hacer realidad los sueños de estos grandes deportistas ????

#TeamESP????
#Tokio2020 https://t.co/L1kvnGiyX5";salut
Ja sigui amb la llengua o amb l’autodeterminació, no ens podem quedar aturats en la defensa. Des d’aquesta posició no construirem mai res. Defensar i construir: tàctica i estratègia. I una de les majors eines per poder-ho fer és empoderant a la ciutadania #UCE2021 https://t.co/xOlWtqullV;cultura
Seguimos trabajando por el cambio. https://t.co/7yPmgqIhQA;autopromocio
“Ada caradura, Cuba es una dictadura” #patriayvida https://t.co/GQw2CXQpTO;presidencia
"¡Espectacular, Maialen Chourraut! 

Tercera medalla consecutiva en unos Juegos Olímpicos para una leyenda de nuestro deporte en el K1 Slalom y tercera medalla para España en #Tokyo2020.

Enhorabuena por la plata, @MChourraut.

#ElCorazonDeEspaña https://t.co/67NwoqT3IG";salut
"Visita de treball al @PP_LLEIDA amb el President @xavipalaulleida, el Sec General Joan Simeón, i el ViceSec Jordi Guix

@PPCatalunya https://t.co/rixGxdjlQx";autopromocio
Enriquidora visita institucional a les Illes Balears, constatant els llaços d’unió amb Catalunya. He compartit amb la presidenta @F_Armengol i el @cerclemallorca el model d’Espanya diversa i dialogant que cal consolidar, i he agraït la tasca de l’equip de la consellera @patgompic https://t.co/PORSrlAsiw;autopromocio
"??️@salvadorilla al 17é Congrés Nacional de la @jsccatalunya:

??El que més caracteritza l'esperit socialista de l'@arnauramirez és que quan el partit li va demanar que fes un pas al davant per cobrir un forat que hi havia a un municipi, ho va fer"".

#PSC/❤️ https://t.co/MRGGps5afU";autopromocio
Y no porque lo diga @JavierLezaola. Dicen los letrados del congreso y los partidos monárquicos que eso es exactamente lo que pone en el artículo 56.3 de la constitución española. https://t.co/VaEba2k4Bc;justicia
"?? En uno de los momentos más difíciles, la UE ha demostrado ser una historia de éxito. Capaz de conseguir tres hitos históricos: vacunación, certificado y fondos de recuperación.

???? ¡Necesitamos más Europa!

??️Nuestra portavoz @DolorsMM en @diariofarma https://t.co/QoBWM1Tezw";salut
"⚠ Màxima prudència davant l'onada de calor ?? i l'alt risc d'#incendi ?? els pròxims dies 

❌ No surtis a l'exterior durant les hores de més calor i hidrata't molt sovint 

?? Evita l'accés al medi natural

?? Si veus una columna de fum, truca al @112

https://t.co/bZbLqzO6MR";salut
"Nos ha dejado Pilar Bardem, una mujer que ha sido ejemplo de la importancia del cine y del humor en nuestra vida. Una maestra en su compromiso con la cultura y su lucha por un mundo mejor. 

Todo mi cariño para familiares y amigos. Te recordaremos siempre. https://t.co/neLqAUTuMZ";cultura
Espanya i el seu Govern, exemple de solidaritat i acollida: https://t.co/ZdjCSdmIBR;immigracio
Avui 25 d’abril és el dia del País Valencià, el dia de l’alliberament d’Itàlia i el dia que commemorem la Revolució dels Clavells de Portugal. Tres dies nacionals que tenen la seva pròpia banda sonora que s’han convertit en cançons de llibertat. Ho explico a aquest vídeo ⬇️ https://t.co/cOJEPzMEDI;cultura
Mientras algunos se empeñan en hablar de “plena normalidad democrática”, la huida de Juan Carlos I supone, a todas luces, una grave anomalía democrática en España que produce un enorme descrédito de las instituciones.;presidencia
"Aquesta tarda m’he reunit amb el comitè d’empresa de Bosch a Lliçà d’Amunt.
Catalunya necessita un teixit industrial fort, i el sector de l'automoció és clau per al nostre progrés econòmic.
Els i les @socialistes_cat estem al costat dels treballadors i treballadores. https://t.co/cIm3g2Okh8";empresa i treball
Avui hem participat en la manifestació amb l'associació de Afghans de Barcelona en la Plaça Sant Jaume de Barcelona.  Centenars de persones, que viuen a Catalunya, han demanat la protecció i evacuació de les seves famílies que s'han quedat a l'Afganistan. https://t.co/4SRryiGgdZ;immigracio
"Si el teu model de negoci no aguanta uns drets laborals bàsics al s. XXI, potser no estem parlant d'""innovació"" i estem parlant d'una altra cosa https://t.co/p89csfpxdx";empresa i treball
"?? @Santi_ABASCAL sobre la imposición del pasaporte Covid en hostelería:

""Es una salvajada que no van a aceptar ni los que eligen vacunarse"". 

⬇️⬇️⬇️ 

https://t.co/kZLlSmFYeY";presidencia
"Lucidesa i claredat, mai més ben dit.
Cal un canvi estructural al sistema energètic i que torni a ser públic allò que cal pel bé comú.
Bona feina @gabrielrufian @MartaRosiq ?? https://t.co/KiP3vW3WLV";accio climatica alimentacio i agenda rural
"?? VOX se opone a la #OrdenanzaMovilidadSostenible: #NoAlMadridCentral

??Plantea los mismos errores que el #MadridCentral de la izquierda

??Es una normativa que demoniza el vehículo privado, prohíbe, sanciona y adolece de falta de alternativas reales

https://t.co/uVPKIaZ5bC";presidencia
Avui el “Tribunal” de Cuentas comunicarà la quantitat de diners que ens volen robar. Una quantitat que ja ha explicat abastament la premsa, amb tot luxe de detalls. Coses de la democràcia espanyola, on el franquisme continua viu perquè el cap de l’Estat li deu la corona.;economia i hisenda
"Cinisme: PSOE i PODEMOS aproven d’amagatotis, en ple mes d’agost, sense transparència i sense consens, una línia elèctrica de 181km.

Trinxen tot el territori amb un projecte que no aportarà cap nova inversió i que no rebaixarà el preu de la llum.

El sud de Catalunya diem #PROU! https://t.co/j22vqYOwlB";presidencia
Acaba de aterrizar en España el tercer avión del Servicio Europeo de Acción Exterior, procedente de París, con 36 personas evacuadas de Afganistán. Con este vuelo son ya algo más de 110 refugiados de la Unión Europea que hemos acogido en el hub de la base militar de Torrejón. https://t.co/wmNCCvcyZv;immigracio
@Jaume22073387 @DidacCarreras Gràcies, Jaume!;NA
"⏯ La selección española ????arrasó en audiencia en Cataluña durante la Eurocopa, mientras TV3 omitía a España en informativos.

???? @Lroldansu “Los datos no engañan y vencen los mantras nacionalistas, TV3 dejó de ser líder de audiencia durante la Eurocopa, esa es la Cataluña real” https://t.co/7DEB3SALam";cultura
"Los agentes rurales son esenciales en la conservación del medio ambiente.

??Por eso, hemos registrado una Propuesta de Resolución para incrementar un 25% la actual plantilla del cuerpo de Agentes Rurales de Cataluña.

¡Más conservación, menos ideología!
https://t.co/ZOp2hzYobR";accio climatica alimentacio i agenda rural
"Notícies que a vegades passen massa desapercebudes, però que marquen el camí de la innovació: un país inclusiu i divers, on es respecten els drets bàsics de tothom per a una vida digna per a totes.
Bona feina @MarcSerraSole i @bcn_ajuntament 
Racisme mai més. https://t.co/UOOhPKUQgh";empresa i treball
"Avui que hi haurà un nou màxim històric en el preu de la llum, és important la creació d’una empresa energètica pública, que també disposi d’una comercialitzadora, per donar una cobertura i un servei democratitzat, lluny dels interessos econòmics.
https://t.co/KOrbvZBO3o";accio climatica alimentacio i agenda rural
Mon interview de @KRLS ce matin dans @libe https://t.co/xQjPnYeDvf;autopromocio
"Raül: ""90 anys després, la República Catalana continua sent l'oportunitat per modernitzar la nostra democràcia i deixar de ser súbdits. Esdevinguem ciutadans cívics, actius i responsables del nostre destí individual, comunitari i global. Visca la República!"" https://t.co/9ImvcUx2QW";presidencia
"La legislatura está en vía muerta. Un avión con avería en un motor debe volver al aeropuerto antes de estrellarse.
 
Sánchez debe dimitir y convocar elecciones. Va a dejar España destrozada pero estamos dispuestos a achicharrarnos para salvarla otra vez.
Mi entrevista en @Vocento https://t.co/dTCjMnY1h6";presidencia
"«Les organitzacions polítiques de l'estat espanyol han jugat el paper que han jugat. Molts d'ells continuen aplaudint amb entusiasme una repressió que afecta milers de persones», explica @junqueras en referència als capítols que dedica al Partit Socialista

#ContraLAdversitat https://t.co/UjdPwF01X8";presidencia
"70.000 niños catalanes no tienen acceso a una alimentación suficiente.

Mientras, los separatistas gastaron 4,3 millones en 2020 en sus 15 embajaditas en el extranjero para ensuciar la imagen de España. 

#Los11deVox exigimos su cierre inmediato. Un dispendio inmoral y desleal.";presidencia
¡Primera medalla de oro, enhorabuena! https://t.co/YDgyJReOqq;salut
"??[VÍDEO] Oriol @junqueras ??️: ""Sumar cada vegada més gent i ser més forts ens acosta als objectius tan nobles de justícia, de #RepúblicaCatalana, d'independència i de la plena democràcia"" https://t.co/JwM1Z4uiaP";presidencia
"El 77'6 % de catalans i catalanes suspèn a la Monarquia, però alguns volen que d'això no se'n parli al Parlament de Catalunya. Mentre la monarquia segueixi sent un problema, en seguirem parlant. Tot el suport @rogertorrent 

https://t.co/PvmmRCbK2H";presidencia
"✊?? Una finestra a l’optimisme i l’esperança. Us recomano l’últim llibre de @junqueras??️ des de la presó. ‘Contra l’adversitat’ ens ofereix una reflexió íntima i, a la vegada, per compartir, sobre com fer-nos més forts com a persones i com a país. 

Per llegir i compartir! https://t.co/drCltZwVfC";presidencia
"⛔ Podemos evitar el Gobierno de la Plaza de Colón.
Hay alternativa al Gobierno de Colón ✊
⚡ Un Gobierno en serio, antes de que sea demasiado tarde.
 
???? Un Gobierno en serio con un Plan de Choque Económico y Sanitario.

?? @equipoGabilondo
 
#GobernarEnSerio https://t.co/AcKh3csVOi";presidencia
"Lo cuenta @carlossmato: en otras crisis con caídas parecidas del PIB, se habrían destruido unos 3M de empleos
Hoy 9 de cada 10 personas que habían perdido su trabajo respiran un poco más tranquilas
Cuidar a la gente: bueno para el país y para la economía
??https://t.co/MLnmJ1Jxbt https://t.co/h0iZWTbZvY";economia i hisenda
¿Por qué son tan importantes las empresas públicas para superar imprevistos como la COVID o Filomena? Te lo cuento en este vídeo ???? https://t.co/2j1HwaxA29;salut
"??️@el_pais recoge la historia de Laura (nombre ficticio), víctima de violencia machista, y su perra Buddy. 

Con @VioPet112 Laura pudo huir sin dejar a su animal de compañía en manos de su agresor.

Si sufres una situación similar, llama al ??673 765 330.
https://t.co/KagZEWJ7Pl";igualtat i feminismes
"Condemno rotundament el vandalisme, la violència, la intimidació i els desperfectes al mobiliari urbà i als establiments que viu Barcelona una nit més.
Reclamo al Govern que posi en valor la feina dels cossos de seguretat en la seva tasca i que garanteixi la seguretat a Catalunya";interior
"Nosaltres ja hem fet la nostra aportació a la plataforma de @LasKellysBCN amb el seu crowfunding! Estan fent un grandíssim treball per garantir els drets laborals del personal de neteja. ?? T'animes tu també? ??#YoReservoConLasKellys

https://t.co/7XqZTvHul2";empresa i treball
"#VamosEspaña ????

Joan Cardona se cuelga el bronce en vela en los juegos de #Tokyo2020 en una remontada impresionante en los últimos metros a meta.

¡Felicidades, @JCardonaPodium, por esta medalla ??!
#ElCorazónDeEspaña https://t.co/NAiBFL6hBD";salut
"?????? Oriol Junqueras defensa que l’estratègia d’Esquerra Republicana és ‘la millor i més ràpida per assolir la independència’ https://t.co/wbC05MzvPX

@junqueras @Esquerra_ERC @ERCEbre https://t.co/DVLhhrSQkF";presidencia
"⚖️| #Justicia2030
El Anteproyecto de Ley de Eficiencia Digital integrará todas las herramientas tecnológicas para que el ciudadano se relacione con la #AdministraciónDeJusticia. Un paso indispensable en el plan de modernización de #Justicia2030 ?? https://t.co/R6CZQ1eQiW";vicepresidencia i politiques digitals i territori
Enhorabona Emilio Morenatti pel Pulitzer. Per captar la soledat, el dolor i l’angoixa de la gent gran durant la Covid19, però també el compromís i el treball dels professionals de les cures. https://t.co/QFRb8SJfeS;cultura
"Cuando digan que están al lado de los y las trabajadoras, recuerda lo que decían en The Wire: follow the money

https://t.co/fMv9mntTJe";empresa i treball
"Así hay que tratar a los comunistas ??

Grande @AntonioGalleg0 https://t.co/spR7A0VW0D";presidencia
És l'hora de posar fi a la repressió. És l'hora d'un referèndum acordat amb l'aval internacional, com desitja la majoria de la població de Catalunya. Amnistia i autodeterminació. Llibertat i democràcia. Negociació i acord. És el moment de tornar a fer política. Afrontem-ho. https://t.co/60jwcu0sVL;presidencia
"??[PERFIL] Sabies que @oriolllado va entrevistar a Pere Calders quan anava a la Universitat o que va fundar un cineclub??️ a la ciutat de Badalona?

1⃣0⃣coses que potser no sabies del nou vicesecretari general de Comunicació i Estratègia d’@Esquerra_ERC??

https://t.co/MfNIoZTh0o";cultura
"Desitjo tota la sort als estudiants que des d'avui fins divendres s'examinaran de les proves #PAU21CAT.

Després del darrer any, que ha sigut dur, només us queda una última empenta!";cultura
"?? #President @perearagones a @elperiodico_cat: ""El president del govern espanyol sap perfectament que el referèndum a #Catalunya és inevitable""

??Llegeix l'entrevista sencera
https://t.co/WCuYo28daJ";presidencia
"En ???? hemos sembrado una semilla en el corazón de los afganos. Y hasta en los tiempos más oscuros, el recuerdo de la ???????????????? y del ???????????????? es una semilla que germinará.

Y ???? siempre estará ahí defendiendo los DDHH.

??️@sanchezcastejon

#LaEspañaQueHacemos_ https://t.co/ye0vU2jHZK";immigracio
"Espanya intenta aixecar les cautelars que ens va donar el Tribunal de Luxemburg dient que les euroordres estan suspeses i que, amb o sense immunitat, ara mateix no poden detenir els exiliats.

Quan aquest és l'argument, és que la batalla ja l'hem guanyat.
https://t.co/D6ttsFRTnt";justicia
Em comprometo a exercir el càrrec de President de la Generalitat de Catalunya amb tota la humilitat personal i tota l'ambició col·lectiva. Amb mà estesa i amb determinació democràtica. Amb els valors republicans i sempre al servei de la ciutadania. Visca Catalunya Lliure! https://t.co/IsE8a2n4oy;autopromocio
"Todo nuestro apoyo a los equipos de emergencias que luchan contra el fuego en estos días de ola de calor y sequía.

Ante el grave riesgo de incendios pedimos máxima precaución y responsabilidad para proteger nuestro entorno natural.

Nos jugamos demasiado. https://t.co/yvxOMPL1XA";interior
El capricho de hacer el Space Cowboys de Bezos nos sale muy caro???? https://t.co/Dv8hAQHebe;recerca i universitats
#2agosto1944 4.300 Gitanos/as - familias enteras del llamado Zigeunerlager en Auschwitz-Birkenau fueron asesinadas. Hoy conmemoramos el #77aniversario de esos hechos. Al mismo tiempo, conmemoramos los 500.000 Gitanos/as asesinados en los campos de exterminio nazis. Abro hilo?? https://t.co/UoduufKjav;justicia
Ignacio Garriga recuerda a las víctimas del atentado islamista en Barcelona y llama a evitar 'por todos los medios' que los terroristas liberados por los talibanes en Afganistán lleguen a Europa https://t.co/wSVlekdhbz;justicia
".@jcamposasensi @_Marta_Castro 
@vox_es

VOX solicita al TSJ de Baleares la suspensión urgente de las medidas decretadas por el Gobierno Balear respecto al ocio, eventos deportivos y visitas en centros sociales

Aquí puedes leerlo  https://t.co/YajYFjVWst";justicia
"Com es deu dir ""claveguera"" i ""democràcia"" en mallorquí, menorquí, eivissenc o valencià, estimat sr Casado? https://t.co/us8z8wfgZg";cultura
"Otra granja que sufre un sabotaje por parte de organizaciones animalistas. ¿La consejera @TeresaJorda piensa salir a defender a nuestros ganaderos? ¿Va a investigarlo el señor @joanignasielena?

Animalismo no es que te gusten los animales, es el fin de nuestra manera de vivir. https://t.co/SiC5Emeedk";accio climatica alimentacio i agenda rural
